gene id, D-loop w/o 2 sections,D-loop wrong boundaries,no locations info, no gene id features, no features, unable to extract
D-loop,,,,WARNING: EF657425.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657424.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657423.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657422.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657421.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657420.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657419.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657418.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657417.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657416.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657415.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657414.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657413.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657412.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657411.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657410.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657409.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657408.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657407.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657406.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657405.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657404.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657403.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657402.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657401.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657400.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657399.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657398.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657397.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657396.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657395.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657394.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657393.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657392.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657391.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657390.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657389.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657388.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657387.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657386.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657385.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657384.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657383.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657382.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657381.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657380.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657379.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657378.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657377.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657376.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657375.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657374.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657373.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657372.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657371.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657370.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657369.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657368.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657367.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657366.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657365.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657364.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657363.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657362.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657361.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657360.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657359.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657358.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657357.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657356.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657355.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657354.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657353.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657352.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657351.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657350.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657349.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657348.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657347.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657346.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657345.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657344.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657343.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657342.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657341.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657340.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657339.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657338.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657337.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657336.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657335.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657334.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657333.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657332.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657331.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657330.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657329.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657328.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657327.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657326.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657325.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657324.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657323.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657322.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657321.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657320.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657319.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657318.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657317.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657316.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657315.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657314.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657313.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657312.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657311.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657310.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657309.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657308.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657307.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657306.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657305.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657304.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657303.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657302.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657301.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657300.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657299.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657298.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657297.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657296.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657295.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657294.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657293.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657292.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657291.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657290.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657289.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657288.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657287.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657286.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657285.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657284.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657283.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657282.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657281.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657280.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657279.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657278.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657277.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657276.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657275.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657274.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657273.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657272.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657271.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657270.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657269.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657268.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657267.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657266.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657265.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657264.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657263.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657262.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657261.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657260.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657259.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657258.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657257.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657256.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657255.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657254.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657253.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657252.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657251.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657250.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657249.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657248.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657247.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657246.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657245.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657244.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657243.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657242.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657241.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657240.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657239.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657238.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657237.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657236.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657235.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657234.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657233.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657232.1 - tRNA-Phe starts at 0,,
D-loop,,,,WARNING: EF657231.1 - tRNA-Phe starts at 0,,
D-loop,,EF660929.1 - It starts at 2,,,,
D-loop,,EU828774.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU770202.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU768844.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU721734.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU721733.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU664586.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU664585.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU669889.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU669888.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU294321.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU294322.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU294323.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU233278.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,EU233277.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,EU232008.1 - It ends at 190 but tRNA-Phe starts at 581,,,,
D-loop,,EU219921.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU219920.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU215517.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU215455.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU200347.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU200235.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU089747.1 - It ends at 190 but tRNA-Phe starts at 581,,,,
D-loop,,EU089746.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU086510.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,GU004259.2 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,GU048747.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,GU012633.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,GU004258.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,GU012637.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,GU045487.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,GU002155.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,FJ825753.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,FJ821289.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,FJ801039.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,FJ194437.1,,,,,
D-loop,,EU935845.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU931680.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU825946.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU770310.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU760854.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU753433.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,FJ788098.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,FJ775667.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,FJ769771.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU482319.1 - It starts at 1,,,,
D-loop,,,,GU455422.1 - tRNA-Phe starts at 577,,
D-loop,,,,GU455421.1 - tRNA-Phe starts at 576,,
D-loop,,,,GU455420.1 - tRNA-Phe starts at 575,,
D-loop,,,,GU455419.1 - tRNA-Phe starts at 577,,
D-loop,,,,GU455418.1 - tRNA-Phe starts at 576,,
D-loop,,,,GU455417.1 - tRNA-Phe starts at 576,,
D-loop,,,,GU455416.1 - tRNA-Phe starts at 578,,
D-loop,,,,GU455415.1 - tRNA-Phe starts at 577,,
D-loop,,HM057816.1 - It ends at 191 but tRNA-Phe starts at 580,,,,
D-loop,,HM055613.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,HM050402.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HM047061.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,HM054058.1 - It ends at 190 but tRNA-Phe starts at 581,,,,
D-loop,,HM060309.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,,,FJ460547.2 - tRNA-Phe starts at 581,,
D-loop,,,,FJ625860.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625859.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625858.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625857.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625856.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625855.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625854.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625853.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625852.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625851.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625850.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625849.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625848.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625847.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ625846.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ625845.1 - tRNA-Phe starts at 579,,
D-loop,,,,FJ460562.1 - tRNA-Phe starts at 582,,
D-loop,,,,FJ460561.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460560.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460559.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460558.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460557.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460556.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460555.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460554.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460553.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460552.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460551.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460550.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460549.1 - tRNA-Phe starts at 576,,
D-loop,,,,FJ460548.1 - tRNA-Phe starts at 579,,
D-loop,,,,FJ460546.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460545.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460544.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460543.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460542.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460541.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460540.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460539.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460538.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460537.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460536.1 - tRNA-Phe starts at 576,,
D-loop,,,,FJ460535.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460534.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460533.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460532.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460531.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460530.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460529.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460528.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460527.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460526.1 - tRNA-Phe starts at 578,,
D-loop,,,,FJ460525.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460524.1 - tRNA-Phe starts at 577,,
D-loop,,,,FJ460523.1 - tRNA-Phe starts at 579,,
D-loop,,,,FJ460522.1 - tRNA-Phe starts at 575,,
D-loop,,,,FJ460521.1 - tRNA-Phe starts at 576,,
D-loop,,,,FJ460520.1 - tRNA-Phe starts at 577,,
D-loop,,EU742151.1 - It ends at 16570 instead of 16573,,,,
D-loop,,EU443514.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443513.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,EU443512.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU443511.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443510.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443509.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443508.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443507.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443506.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443505.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443504.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443503.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443502.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443501.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443500.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443499.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443498.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443497.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443496.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443495.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443494.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443493.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443492.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443491.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443490.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443489.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443488.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443487.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443486.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,EU443485.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU443484.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,EU443483.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443482.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443481.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU443480.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443479.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443478.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443477.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443476.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443475.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443474.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443473.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443472.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,EU443471.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443470.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443469.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443468.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443467.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443466.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443465.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443464.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443463.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443462.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443461.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443460.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443459.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443458.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,EU443457.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,EU443456.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443455.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU443454.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
