gene,haplogroup,tool,#columns
COX1,J,HV,clustalo,-,167
COX1,J,HV,mafft_auto,-,167
COX1,J,HV,mafft_parttree,-,167
COX1,J,T,clustalo,-,192
COX1,J,T,mafft_auto,-,192
COX1,J,T,mafft_parttree,-,192
COX1,J,R,clustalo,-,183
COX1,J,R,mafft_auto,-,183
COX1,J,R,mafft_parttree,-,183
COX1,J,H,clustalo,-,227
COX1,J,H,mafft_auto,-,227
COX1,J,H,mafft_parttree,-,227
COX1,J,V,clustalo,-,147
COX1,J,V,mafft_auto,-,147
COX1,J,V,mafft_parttree,-,147
COX1,J,U,clustalo,-,252
COX1,J,U,mafft_auto,-,252
COX1,J,U,mafft_parttree,-,252
COX1,P,K,clustalo,-,169
COX1,P,K,mafft_auto,-,169
COX1,P,K,mafft_parttree,-,169
COX1,P,B,clustalo,-,198
COX1,P,B,mafft_auto,-,198
COX1,P,B,mafft_parttree,-,198
COX1,P,HV,clustalo,-,91
COX1,P,HV,mafft_auto,-,91
COX1,P,HV,mafft_parttree,-,91
COX1,P,T,clustalo,-,154
COX1,P,T,mafft_auto,-,154
COX1,P,T,mafft_parttree,-,154
COX1,P,R,clustalo,-,119
COX1,P,R,mafft_auto,-,119
COX1,P,R,mafft_parttree,-,119
COX1,P,H,clustalo,-,222
COX1,P,H,mafft_auto,-,222
COX1,P,H,mafft_parttree,-,222
COX1,P,V,clustalo,-,70
COX1,P,V,mafft_auto,-,70
COX1,P,V,mafft_parttree,-,70
COX1,P,U,clustalo,-,225
COX1,P,U,mafft_auto,-,225
COX1,P,U,mafft_parttree,-,225
COX1,K,B,clustalo,-,245
COX1,K,B,mafft_auto,-,245
COX1,K,B,mafft_parttree,-,245
COX1,K,HV,clustalo,-,170
COX1,K,HV,mafft_auto,-,170
COX1,K,HV,mafft_parttree,-,170
COX1,K,T,clustalo,-,197
COX1,K,T,mafft_auto,-,197
COX1,K,T,mafft_parttree,-,197
COX1,K,R,clustalo,-,192
COX1,K,R,mafft_auto,-,192
COX1,K,R,mafft_parttree,-,192
COX1,K,H,clustalo,-,227
COX1,K,H,mafft_auto,-,227
COX1,K,H,mafft_parttree,-,227
COX1,K,V,clustalo,-,158
COX1,K,V,mafft_auto,-,158
COX1,K,V,mafft_parttree,-,158
COX1,K,U,clustalo,-,265
COX1,K,U,mafft_auto,-,265
COX1,K,U,mafft_parttree,-,265
COX1,B,HV,clustalo,-,205
COX1,B,HV,mafft_auto,-,205
COX1,B,HV,mafft_parttree,-,205
COX1,B,T,clustalo,-,225
COX1,B,T,mafft_auto,-,225
COX1,B,T,mafft_parttree,-,225
COX1,B,R,clustalo,-,211
COX1,B,R,mafft_auto,-,211
COX1,B,R,mafft_parttree,-,211
COX1,B,H,clustalo,-,246
COX1,B,H,mafft_auto,-,246
COX1,B,H,mafft_parttree,-,246
COX1,B,V,clustalo,-,189
COX1,B,V,mafft_auto,-,189
COX1,B,V,mafft_parttree,-,189
COX1,B,U,clustalo,-,274
COX1,B,U,mafft_auto,-,274
COX1,B,U,mafft_parttree,-,274
COX1,HV,T,clustalo,-,156
COX1,HV,T,mafft_auto,-,156
COX1,HV,T,mafft_parttree,-,156
COX1,HV,R,clustalo,-,134
COX1,HV,R,mafft_auto,-,134
COX1,HV,R,mafft_parttree,-,134
COX1,HV,H,clustalo,-,221
COX1,HV,H,mafft_auto,-,221
COX1,HV,H,mafft_parttree,-,221
COX1,HV,V,clustalo,-,83
COX1,HV,V,mafft_auto,-,83
COX1,HV,V,mafft_parttree,-,83
COX1,HV,U,clustalo,-,233
COX1,HV,U,mafft_auto,-,233
COX1,HV,U,mafft_parttree,-,233
COX1,T,R,clustalo,-,186
COX1,T,R,mafft_auto,-,186
COX1,T,R,mafft_parttree,-,186
COX1,T,H,clustalo,-,223
COX1,T,H,mafft_auto,-,223
COX1,T,H,mafft_parttree,-,223
COX1,T,V,clustalo,-,144
COX1,T,V,mafft_auto,-,144
COX1,T,V,mafft_parttree,-,144
COX1,T,U,clustalo,-,241
COX1,T,U,mafft_auto,-,241
COX1,T,U,mafft_parttree,-,241
COX1,R,H,clustalo,-,228
COX1,R,H,mafft_auto,-,228
COX1,R,H,mafft_parttree,-,228
COX1,R,V,clustalo,-,117
COX1,R,V,mafft_auto,-,117
COX1,R,V,mafft_parttree,-,117
COX1,R,U,clustalo,-,243
COX1,R,U,mafft_auto,-,243
COX1,R,U,mafft_parttree,-,243
COX1,H,V,clustalo,-,208
COX1,H,V,mafft_auto,-,208
COX1,H,V,mafft_parttree,-,208
COX1,H,U,clustalo,-,225
COX1,H,U,mafft_auto,-,225
COX1,H,U,mafft_parttree,-,225
COX1,V,U,clustalo,-,209
COX1,V,U,mafft_auto,-,209
COX1,V,U,mafft_parttree,-,209
COX2,L0,L1,clustalo,-,84
COX2,L0,L1,mafft_auto,-,84
COX2,L0,L1,mafft_parttree,-,84
COX2,L0,L2,clustalo,-,92
COX2,L0,L2,mafft_auto,-,92
COX2,L0,L2,mafft_parttree,-,92
COX2,L0,L3,clustalo,-,94
COX2,L0,L3,mafft_auto,-,94
COX2,L0,L3,mafft_parttree,-,94
COX2,L0,L4,clustalo,-,59
COX2,L0,L4,mafft_auto,-,59
COX2,L0,L4,mafft_parttree,-,59
COX2,L0,L5,clustalo,-,56
COX2,L0,L5,mafft_auto,-,56
COX2,L0,L5,mafft_parttree,-,56
COX2,L0,L6,clustalo,-,53
COX2,L0,L6,mafft_auto,-,53
COX2,L0,L6,mafft_parttree,-,53
COX2,L0,M,clustalo,-,124
COX2,L0,M,mafft_auto,-,124
COX2,L0,M,mafft_parttree,-,124
COX2,L0,C,clustalo,-,82
COX2,L0,C,mafft_auto,-,82
COX2,L0,C,mafft_parttree,-,82
COX2,L0,E,clustalo,-,58
COX2,L0,E,mafft_auto,-,58
COX2,L0,E,mafft_parttree,-,58
COX2,L0,G,clustalo,-,64
COX2,L0,G,mafft_auto,-,64
COX2,L0,G,mafft_parttree,-,64
COX2,L0,Q,clustalo,-,60
COX2,L0,Q,mafft_auto,-,60
COX2,L0,Q,mafft_parttree,-,60
COX2,L0,Z,clustalo,-,52
COX2,L0,Z,mafft_auto,-,52
COX2,L0,Z,mafft_parttree,-,52
COX2,L0,D,clustalo,-,86
COX2,L0,D,mafft_auto,-,86
COX2,L0,D,mafft_parttree,-,86
COX2,L0,N,clustalo,-,77
COX2,L0,N,mafft_auto,-,77
COX2,L0,N,mafft_parttree,-,77
COX2,L0,A,clustalo,-,83
COX2,L0,A,mafft_auto,-,83
COX2,L0,A,mafft_parttree,-,83
COX2,L0,I,clustalo,-,77
COX2,L0,I,mafft_auto,-,77
COX2,L0,I,mafft_parttree,-,77
COX2,L0,O,clustalo,-,52
COX2,L0,O,mafft_auto,-,52
COX2,L0,O,mafft_parttree,-,52
COX2,L0,S,clustalo,-,52
COX2,L0,S,mafft_auto,-,52
COX2,L0,S,mafft_parttree,-,52
COX2,L0,W,clustalo,-,66
COX2,L0,W,mafft_auto,-,66
COX2,L0,W,mafft_parttree,-,66
COX2,L0,X,clustalo,-,62
COX2,L0,X,mafft_auto,-,62
COX2,L0,X,mafft_parttree,-,62
COX2,L0,Y,clustalo,-,54
COX2,L0,Y,mafft_auto,-,54
COX2,L0,Y,mafft_parttree,-,54
COX2,L0,R0,clustalo,-,62
COX2,L0,R0,mafft_auto,-,62
COX2,L0,R0,mafft_parttree,-,62
COX2,L0,B6,clustalo,-,53
COX2,L0,B6,mafft_auto,-,53
COX2,L0,B6,mafft_parttree,-,53
COX2,L0,F,clustalo,-,67
COX2,L0,F,mafft_auto,-,67
COX2,L0,F,mafft_parttree,-,67
COX2,L0,J,clustalo,-,90
COX2,L0,J,mafft_auto,-,90
COX2,L0,J,mafft_parttree,-,90
COX2,L0,P,clustalo,-,62
COX2,L0,P,mafft_auto,-,62
COX2,L0,P,mafft_parttree,-,62
COX2,L0,K,clustalo,-,102
COX2,L0,K,mafft_auto,-,102
COX2,L0,K,mafft_parttree,-,102
COX2,L0,B,clustalo,-,102
COX2,L0,B,mafft_auto,-,102
COX2,L0,B,mafft_parttree,-,102
COX2,L0,HV,clustalo,-,71
COX2,L0,HV,mafft_auto,-,71
COX2,L0,HV,mafft_parttree,-,71
COX2,L0,T,clustalo,-,89
COX2,L0,T,mafft_auto,-,89
COX2,L0,T,mafft_parttree,-,89
COX2,L0,R,clustalo,-,84
COX2,L0,R,mafft_auto,-,84
COX2,L0,R,mafft_parttree,-,84
COX2,L0,H,clustalo,-,136
COX2,L0,H,mafft_auto,-,136
COX2,L0,H,mafft_parttree,-,136
COX2,L0,V,clustalo,-,71
COX2,L0,V,mafft_auto,-,71
COX2,L0,V,mafft_parttree,-,71
COX2,L0,U,clustalo,-,118
COX2,L0,U,mafft_auto,-,118
COX2,L0,U,mafft_parttree,-,118
COX2,L1,L2,clustalo,-,91
COX2,L1,L2,mafft_auto,-,91
COX2,L1,L2,mafft_parttree,-,91
COX2,L1,L3,clustalo,-,92
COX2,L1,L3,mafft_auto,-,92
COX2,L1,L3,mafft_parttree,-,92
COX2,L1,L4,clustalo,-,61
COX2,L1,L4,mafft_auto,-,61
COX2,L1,L4,mafft_parttree,-,61
COX2,L1,L5,clustalo,-,58
COX2,L1,L5,mafft_auto,-,58
COX2,L1,L5,mafft_parttree,-,58
COX2,L1,L6,clustalo,-,54
COX2,L1,L6,mafft_auto,-,54
COX2,L1,L6,mafft_parttree,-,54
COX2,L1,M,clustalo,-,125
COX2,L1,M,mafft_auto,-,125
COX2,L1,M,mafft_parttree,-,125
COX2,L1,C,clustalo,-,81
COX2,L1,C,mafft_auto,-,81
COX2,L1,C,mafft_parttree,-,81
COX2,L1,E,clustalo,-,60
COX2,L1,E,mafft_auto,-,60
COX2,L1,E,mafft_parttree,-,60
COX2,L1,G,clustalo,-,66
COX2,L1,G,mafft_auto,-,66
COX2,L1,G,mafft_parttree,-,66
COX2,L1,Q,clustalo,-,60
COX2,L1,Q,mafft_auto,-,60
COX2,L1,Q,mafft_parttree,-,60
COX2,L1,Z,clustalo,-,58
COX2,L1,Z,mafft_auto,-,58
COX2,L1,Z,mafft_parttree,-,58
COX2,L1,D,clustalo,-,88
COX2,L1,D,mafft_auto,-,88
COX2,L1,D,mafft_parttree,-,88
COX2,L1,N,clustalo,-,83
COX2,L1,N,mafft_auto,-,83
COX2,L1,N,mafft_parttree,-,83
COX2,L1,A,clustalo,-,84
COX2,L1,A,mafft_auto,-,84
COX2,L1,A,mafft_parttree,-,84
COX2,L1,I,clustalo,-,82
COX2,L1,I,mafft_auto,-,82
COX2,L1,I,mafft_parttree,-,82
COX2,L1,O,clustalo,-,53
COX2,L1,O,mafft_auto,-,53
COX2,L1,O,mafft_parttree,-,53
COX2,L1,S,clustalo,-,55
COX2,L1,S,mafft_auto,-,55
COX2,L1,S,mafft_parttree,-,55
COX2,L1,W,clustalo,-,65
COX2,L1,W,mafft_auto,-,65
COX2,L1,W,mafft_parttree,-,65
COX2,L1,X,clustalo,-,66
COX2,L1,X,mafft_auto,-,66
COX2,L1,X,mafft_parttree,-,66
COX2,L1,Y,clustalo,-,55
COX2,L1,Y,mafft_auto,-,55
COX2,L1,Y,mafft_parttree,-,55
COX2,L1,R0,clustalo,-,67
COX2,L1,R0,mafft_auto,-,67
COX2,L1,R0,mafft_parttree,-,67
COX2,L1,B6,clustalo,-,54
COX2,L1,B6,mafft_auto,-,54
COX2,L1,B6,mafft_parttree,-,54
COX2,L1,F,clustalo,-,67
COX2,L1,F,mafft_auto,-,67
COX2,L1,F,mafft_parttree,-,67
COX2,L1,J,clustalo,-,93
COX2,L1,J,mafft_auto,-,93
COX2,L1,J,mafft_parttree,-,93
COX2,L1,P,clustalo,-,65
COX2,L1,P,mafft_auto,-,65
COX2,L1,P,mafft_parttree,-,65
COX2,L1,K,clustalo,-,99
COX2,L1,K,mafft_auto,-,99
COX2,L1,K,mafft_parttree,-,99
COX2,L1,B,clustalo,-,105
COX2,L1,B,mafft_auto,-,105
COX2,L1,B,mafft_parttree,-,105
COX2,L1,HV,clustalo,-,71
COX2,L1,HV,mafft_auto,-,71
COX2,L1,HV,mafft_parttree,-,71
COX2,L1,T,clustalo,-,88
COX2,L1,T,mafft_auto,-,88
COX2,L1,T,mafft_parttree,-,88
COX2,L1,R,clustalo,-,84
COX2,L1,R,mafft_auto,-,84
COX2,L1,R,mafft_parttree,-,84
COX2,L1,H,clustalo,-,137
COX2,L1,H,mafft_auto,-,137
COX2,L1,H,mafft_parttree,-,137
COX2,L1,V,clustalo,-,71
COX2,L1,V,mafft_auto,-,71
COX2,L1,V,mafft_parttree,-,71
COX2,L1,U,clustalo,-,118
COX2,L1,U,mafft_auto,-,118
COX2,L1,U,mafft_parttree,-,118
COX2,L2,L3,clustalo,-,98
COX2,L2,L3,mafft_auto,-,98
COX2,L2,L3,mafft_parttree,-,98
COX2,L2,L4,clustalo,-,69
COX2,L2,L4,mafft_auto,-,69
COX2,L2,L4,mafft_parttree,-,69
COX2,L2,L5,clustalo,-,64
COX2,L2,L5,mafft_auto,-,64
COX2,L2,L5,mafft_parttree,-,64
COX2,L2,L6,clustalo,-,63
COX2,L2,L6,mafft_auto,-,63
COX2,L2,L6,mafft_parttree,-,63
COX2,L2,M,clustalo,-,130
COX2,L2,M,mafft_auto,-,130
COX2,L2,M,mafft_parttree,-,130
COX2,L2,C,clustalo,-,91
COX2,L2,C,mafft_auto,-,91
COX2,L2,C,mafft_parttree,-,91
COX2,L2,E,clustalo,-,69
COX2,L2,E,mafft_auto,-,69
COX2,L2,E,mafft_parttree,-,69
COX2,L2,G,clustalo,-,72
COX2,L2,G,mafft_auto,-,72
COX2,L2,G,mafft_parttree,-,72
COX2,L2,Q,clustalo,-,68
COX2,L2,Q,mafft_auto,-,68
COX2,L2,Q,mafft_parttree,-,68
COX2,L2,Z,clustalo,-,65
COX2,L2,Z,mafft_auto,-,65
COX2,L2,Z,mafft_parttree,-,65
COX2,L2,D,clustalo,-,95
COX2,L2,D,mafft_auto,-,95
COX2,L2,D,mafft_parttree,-,95
COX2,L2,N,clustalo,-,85
COX2,L2,N,mafft_auto,-,85
COX2,L2,N,mafft_parttree,-,85
COX2,L2,A,clustalo,-,94
COX2,L2,A,mafft_auto,-,94
COX2,L2,A,mafft_parttree,-,94
COX2,L2,I,clustalo,-,88
COX2,L2,I,mafft_auto,-,88
COX2,L2,I,mafft_parttree,-,88
COX2,L2,O,clustalo,-,62
COX2,L2,O,mafft_auto,-,62
COX2,L2,O,mafft_parttree,-,62
COX2,L2,S,clustalo,-,63
COX2,L2,S,mafft_auto,-,63
COX2,L2,S,mafft_parttree,-,63
COX2,L2,W,clustalo,-,75
COX2,L2,W,mafft_auto,-,75
COX2,L2,W,mafft_parttree,-,75
COX2,L2,X,clustalo,-,73
COX2,L2,X,mafft_auto,-,73
COX2,L2,X,mafft_parttree,-,73
COX2,L2,Y,clustalo,-,64
COX2,L2,Y,mafft_auto,-,64
COX2,L2,Y,mafft_parttree,-,64
COX2,L2,R0,clustalo,-,75
COX2,L2,R0,mafft_auto,-,75
COX2,L2,R0,mafft_parttree,-,75
COX2,L2,B6,clustalo,-,63
COX2,L2,B6,mafft_auto,-,63
COX2,L2,B6,mafft_parttree,-,63
COX2,L2,F,clustalo,-,75
COX2,L2,F,mafft_auto,-,75
COX2,L2,F,mafft_parttree,-,75
COX2,L2,J,clustalo,-,100
COX2,L2,J,mafft_auto,-,100
COX2,L2,J,mafft_parttree,-,100
COX2,L2,P,clustalo,-,71
COX2,L2,P,mafft_auto,-,71
COX2,L2,P,mafft_parttree,-,71
COX2,L2,K,clustalo,-,104
COX2,L2,K,mafft_auto,-,104
COX2,L2,K,mafft_parttree,-,104
COX2,L2,B,clustalo,-,111
COX2,L2,B,mafft_auto,-,111
COX2,L2,B,mafft_parttree,-,111
COX2,L2,HV,clustalo,-,80
COX2,L2,HV,mafft_auto,-,80
COX2,L2,HV,mafft_parttree,-,80
COX2,L2,T,clustalo,-,98
COX2,L2,T,mafft_auto,-,98
COX2,L2,T,mafft_parttree,-,98
COX2,L2,R,clustalo,-,87
COX2,L2,R,mafft_auto,-,87
COX2,L2,R,mafft_parttree,-,87
COX2,L2,H,clustalo,-,138
COX2,L2,H,mafft_auto,-,138
COX2,L2,H,mafft_parttree,-,138
COX2,L2,V,clustalo,-,81
COX2,L2,V,mafft_auto,-,81
COX2,L2,V,mafft_parttree,-,81
COX2,L2,U,clustalo,-,121
COX2,L2,U,mafft_auto,-,121
COX2,L2,U,mafft_parttree,-,121
COX2,L3,L4,clustalo,-,74
COX2,L3,L4,mafft_auto,-,74
COX2,L3,L4,mafft_parttree,-,74
COX2,L3,L5,clustalo,-,71
COX2,L3,L5,mafft_auto,-,71
COX2,L3,L5,mafft_parttree,-,71
COX2,L3,L6,clustalo,-,66
COX2,L3,L6,mafft_auto,-,66
COX2,L3,L6,mafft_parttree,-,66
COX2,L3,M,clustalo,-,128
COX2,L3,M,mafft_auto,-,128
COX2,L3,M,mafft_parttree,-,128
COX2,L3,C,clustalo,-,93
COX2,L3,C,mafft_auto,-,93
COX2,L3,C,mafft_parttree,-,93
COX2,L3,E,clustalo,-,72
COX2,L3,E,mafft_auto,-,72
COX2,L3,E,mafft_parttree,-,72
COX2,L3,G,clustalo,-,76
COX2,L3,G,mafft_auto,-,76
COX2,L3,G,mafft_parttree,-,76
COX2,L3,Q,clustalo,-,72
COX2,L3,Q,mafft_auto,-,72
COX2,L3,Q,mafft_parttree,-,72
COX2,L3,Z,clustalo,-,71
COX2,L3,Z,mafft_auto,-,71
COX2,L3,Z,mafft_parttree,-,71
COX2,L3,D,clustalo,-,97
COX2,L3,D,mafft_auto,-,97
COX2,L3,D,mafft_parttree,-,97
COX2,L3,N,clustalo,-,88
COX2,L3,N,mafft_auto,-,88
COX2,L3,N,mafft_parttree,-,88
COX2,L3,A,clustalo,-,92
COX2,L3,A,mafft_auto,-,92
COX2,L3,A,mafft_parttree,-,92
COX2,L3,I,clustalo,-,92
COX2,L3,I,mafft_auto,-,92
COX2,L3,I,mafft_parttree,-,92
COX2,L3,O,clustalo,-,67
COX2,L3,O,mafft_auto,-,67
COX2,L3,O,mafft_parttree,-,67
COX2,L3,S,clustalo,-,66
COX2,L3,S,mafft_auto,-,66
COX2,L3,S,mafft_parttree,-,66
COX2,L3,W,clustalo,-,78
COX2,L3,W,mafft_auto,-,78
COX2,L3,W,mafft_parttree,-,78
COX2,L3,X,clustalo,-,78
COX2,L3,X,mafft_auto,-,78
COX2,L3,X,mafft_parttree,-,78
COX2,L3,Y,clustalo,-,67
COX2,L3,Y,mafft_auto,-,67
COX2,L3,Y,mafft_parttree,-,67
COX2,L3,R0,clustalo,-,77
COX2,L3,R0,mafft_auto,-,77
COX2,L3,R0,mafft_parttree,-,77
COX2,L3,B6,clustalo,-,67
COX2,L3,B6,mafft_auto,-,67
COX2,L3,B6,mafft_parttree,-,67
COX2,L3,F,clustalo,-,80
COX2,L3,F,mafft_auto,-,80
COX2,L3,F,mafft_parttree,-,80
COX2,L3,J,clustalo,-,102
COX2,L3,J,mafft_auto,-,102
COX2,L3,J,mafft_parttree,-,102
COX2,L3,P,clustalo,-,74
COX2,L3,P,mafft_auto,-,74
COX2,L3,P,mafft_parttree,-,74
COX2,L3,K,clustalo,-,105
COX2,L3,K,mafft_auto,-,105
COX2,L3,K,mafft_parttree,-,105
COX2,L3,B,clustalo,-,110
COX2,L3,B,mafft_auto,-,110
COX2,L3,B,mafft_parttree,-,110
COX2,L3,HV,clustalo,-,80
COX2,L3,HV,mafft_auto,-,80
COX2,L3,HV,mafft_parttree,-,80
COX2,L3,T,clustalo,-,97
COX2,L3,T,mafft_auto,-,97
COX2,L3,T,mafft_parttree,-,97
COX2,L3,R,clustalo,-,91
COX2,L3,R,mafft_auto,-,91
COX2,L3,R,mafft_parttree,-,91
COX2,L3,H,clustalo,-,139
COX2,L3,H,mafft_auto,-,139
COX2,L3,H,mafft_parttree,-,139
COX2,L3,V,clustalo,-,77
COX2,L3,V,mafft_auto,-,77
COX2,L3,V,mafft_parttree,-,77
COX2,L3,U,clustalo,-,126
COX2,L3,U,mafft_auto,-,126
COX2,L3,U,mafft_parttree,-,126
COX2,L4,L5,clustalo,-,22
COX2,L4,L5,mafft_auto,-,22
COX2,L4,L5,mafft_parttree,-,22
COX2,L4,L6,clustalo,-,14
COX2,L4,L6,mafft_auto,-,14
COX2,L4,L6,mafft_parttree,-,14
COX2,L4,M,clustalo,-,117
COX2,L4,M,mafft_auto,-,117
COX2,L4,M,mafft_parttree,-,117
COX2,L4,C,clustalo,-,57
COX2,L4,C,mafft_auto,-,57
COX2,L4,C,mafft_parttree,-,57
COX2,L4,E,clustalo,-,24
COX2,L4,E,mafft_auto,-,24
COX2,L4,E,mafft_parttree,-,24
COX2,L4,G,clustalo,-,30
COX2,L4,G,mafft_auto,-,30
COX2,L4,G,mafft_parttree,-,30
COX2,L4,Q,clustalo,-,27
COX2,L4,Q,mafft_auto,-,27
COX2,L4,Q,mafft_parttree,-,27
COX2,L4,Z,clustalo,-,20
COX2,L4,Z,mafft_auto,-,20
COX2,L4,Z,mafft_parttree,-,20
COX2,L4,D,clustalo,-,64
COX2,L4,D,mafft_auto,-,64
COX2,L4,D,mafft_parttree,-,64
COX2,L4,N,clustalo,-,55
COX2,L4,N,mafft_auto,-,55
COX2,L4,N,mafft_parttree,-,55
COX2,L4,A,clustalo,-,58
COX2,L4,A,mafft_auto,-,58
COX2,L4,A,mafft_parttree,-,58
COX2,L4,I,clustalo,-,48
COX2,L4,I,mafft_auto,-,48
COX2,L4,I,mafft_parttree,-,48
COX2,L4,O,clustalo,-,14
COX2,L4,O,mafft_auto,-,14
COX2,L4,O,mafft_parttree,-,14
COX2,L4,S,clustalo,-,15
COX2,L4,S,mafft_auto,-,15
COX2,L4,S,mafft_parttree,-,15
COX2,L4,W,clustalo,-,36
COX2,L4,W,mafft_auto,-,36
COX2,L4,W,mafft_parttree,-,36
COX2,L4,X,clustalo,-,32
COX2,L4,X,mafft_auto,-,32
COX2,L4,X,mafft_parttree,-,32
COX2,L4,Y,clustalo,-,17
COX2,L4,Y,mafft_auto,-,17
COX2,L4,Y,mafft_parttree,-,17
COX2,L4,R0,clustalo,-,30
COX2,L4,R0,mafft_auto,-,30
COX2,L4,R0,mafft_parttree,-,30
COX2,L4,B6,clustalo,-,15
COX2,L4,B6,mafft_auto,-,15
COX2,L4,B6,mafft_parttree,-,15
COX2,L4,F,clustalo,-,33
COX2,L4,F,mafft_auto,-,33
COX2,L4,F,mafft_parttree,-,33
COX2,L4,J,clustalo,-,75
COX2,L4,J,mafft_auto,-,75
COX2,L4,J,mafft_parttree,-,75
COX2,L4,P,clustalo,-,28
COX2,L4,P,mafft_auto,-,28
COX2,L4,P,mafft_parttree,-,28
COX2,L4,K,clustalo,-,78
COX2,L4,K,mafft_auto,-,78
COX2,L4,K,mafft_parttree,-,78
COX2,L4,B,clustalo,-,90
COX2,L4,B,mafft_auto,-,90
COX2,L4,B,mafft_parttree,-,90
COX2,L4,HV,clustalo,-,40
COX2,L4,HV,mafft_auto,-,40
COX2,L4,HV,mafft_parttree,-,40
COX2,L4,T,clustalo,-,71
COX2,L4,T,mafft_auto,-,71
COX2,L4,T,mafft_parttree,-,71
COX2,L4,R,clustalo,-,59
COX2,L4,R,mafft_auto,-,59
COX2,L4,R,mafft_parttree,-,59
COX2,L4,H,clustalo,-,128
COX2,L4,H,mafft_auto,-,128
COX2,L4,H,mafft_parttree,-,128
COX2,L4,V,clustalo,-,36
COX2,L4,V,mafft_auto,-,36
COX2,L4,V,mafft_parttree,-,36
COX2,L4,U,clustalo,-,101
COX2,L4,U,mafft_auto,-,101
COX2,L4,U,mafft_parttree,-,101
COX2,L5,L6,clustalo,-,10
COX2,L5,L6,mafft_auto,-,10
COX2,L5,L6,mafft_parttree,-,10
COX2,L5,M,clustalo,-,114
COX2,L5,M,mafft_auto,-,114
COX2,L5,M,mafft_parttree,-,114
COX2,L5,C,clustalo,-,52
COX2,L5,C,mafft_auto,-,52
COX2,L5,C,mafft_parttree,-,52
COX2,L5,E,clustalo,-,20
COX2,L5,E,mafft_auto,-,20
COX2,L5,E,mafft_parttree,-,20
COX2,L5,G,clustalo,-,27
COX2,L5,G,mafft_auto,-,27
COX2,L5,G,mafft_parttree,-,27
COX2,L5,Q,clustalo,-,20
COX2,L5,Q,mafft_auto,-,20
COX2,L5,Q,mafft_parttree,-,20
COX2,L5,Z,clustalo,-,18
COX2,L5,Z,mafft_auto,-,18
COX2,L5,Z,mafft_parttree,-,18
COX2,L5,D,clustalo,-,62
COX2,L5,D,mafft_auto,-,62
COX2,L5,D,mafft_parttree,-,62
COX2,L5,N,clustalo,-,48
COX2,L5,N,mafft_auto,-,48
COX2,L5,N,mafft_parttree,-,48
COX2,L5,A,clustalo,-,53
COX2,L5,A,mafft_auto,-,53
COX2,L5,A,mafft_parttree,-,53
COX2,L5,I,clustalo,-,49
COX2,L5,I,mafft_auto,-,49
COX2,L5,I,mafft_parttree,-,49
COX2,L5,O,clustalo,-,10
COX2,L5,O,mafft_auto,-,10
COX2,L5,O,mafft_parttree,-,10
COX2,L5,S,clustalo,-,12
COX2,L5,S,mafft_auto,-,12
COX2,L5,S,mafft_parttree,-,12
COX2,L5,W,clustalo,-,30
COX2,L5,W,mafft_auto,-,30
COX2,L5,W,mafft_parttree,-,30
COX2,L5,X,clustalo,-,28
COX2,L5,X,mafft_auto,-,28
COX2,L5,X,mafft_parttree,-,28
COX2,L5,Y,clustalo,-,14
COX2,L5,Y,mafft_auto,-,14
COX2,L5,Y,mafft_parttree,-,14
COX2,L5,R0,clustalo,-,28
COX2,L5,R0,mafft_auto,-,28
COX2,L5,R0,mafft_parttree,-,28
COX2,L5,B6,clustalo,-,11
COX2,L5,B6,mafft_auto,-,11
COX2,L5,B6,mafft_parttree,-,11
COX2,L5,F,clustalo,-,30
COX2,L5,F,mafft_auto,-,30
COX2,L5,F,mafft_parttree,-,30
COX2,L5,J,clustalo,-,74
COX2,L5,J,mafft_auto,-,74
COX2,L5,J,mafft_parttree,-,74
COX2,L5,P,clustalo,-,27
COX2,L5,P,mafft_auto,-,27
COX2,L5,P,mafft_parttree,-,27
COX2,L5,K,clustalo,-,75
COX2,L5,K,mafft_auto,-,75
COX2,L5,K,mafft_parttree,-,75
COX2,L5,B,clustalo,-,86
COX2,L5,B,mafft_auto,-,86
COX2,L5,B,mafft_parttree,-,86
COX2,L5,HV,clustalo,-,41
COX2,L5,HV,mafft_auto,-,41
COX2,L5,HV,mafft_parttree,-,41
COX2,L5,T,clustalo,-,66
COX2,L5,T,mafft_auto,-,66
COX2,L5,T,mafft_parttree,-,66
COX2,L5,R,clustalo,-,55
COX2,L5,R,mafft_auto,-,55
COX2,L5,R,mafft_parttree,-,55
COX2,L5,H,clustalo,-,128
COX2,L5,H,mafft_auto,-,128
COX2,L5,H,mafft_parttree,-,128
COX2,L5,V,clustalo,-,37
COX2,L5,V,mafft_auto,-,37
COX2,L5,V,mafft_parttree,-,37
COX2,L5,U,clustalo,-,102
COX2,L5,U,mafft_auto,-,102
COX2,L5,U,mafft_parttree,-,102
COX2,L6,M,clustalo,-,114
COX2,L6,M,mafft_auto,-,114
COX2,L6,M,mafft_parttree,-,114
COX2,L6,C,clustalo,-,48
COX2,L6,C,mafft_auto,-,48
COX2,L6,C,mafft_parttree,-,48
COX2,L6,E,clustalo,-,13
COX2,L6,E,mafft_auto,-,13
COX2,L6,E,mafft_parttree,-,13
COX2,L6,G,clustalo,-,20
COX2,L6,G,mafft_auto,-,20
COX2,L6,G,mafft_parttree,-,20
COX2,L6,Q,clustalo,-,15
COX2,L6,Q,mafft_auto,-,15
